id,name,acct_code,external_id,customer_id,user_id,project_location_id,project_stage_id,cost_center_id,billing_contact_id,shipping_contact_id,notes,recalc_warning,currency,budget,budget_time,budget_cost,rate,sga_labor,start_date,finish_date,notify_owner,notify_assignees,notify_issue_assigned_to,notify_issue_created_project_owner,notify_issue_created_customer_owner,notify_issue_closed_assigned_to,notify_issue_closed_project_owner,notify_issue_closed_customer_owner,invoice_text,invoice_layout_id,te_approver,az_approver,ta_approver,pr_approver,po_approver,br_approver,tb_approver,te_approvalprocess,az_approvalprocess,ta_approvalprocess,pr_approvalprocess,po_approvalprocess,br_approvalprocess,tb_approvalprocess,dirty,want_dirty,sync_customer,auto_bill,auto_bill_cap,auto_bill_cap_value,auto_bill_override,tax_rate_federal,tax_rate_state,tax_location_id,task_budget_cost,task_budget_revenue,defer_recalc,msp_link_type,sync_workspace,only_owner_can_edit,user_filter,timetype_filter,category_filter,assignment_cc,billing_code,message,active,deleted,created,updated,audit,notify_sr_submitted_project_owner,sold_to_contact_id,dashboard_from,enable_dashboard,attachment_id,custom_1,pm_approver_1,pm_approver_2,pm_approver_3,payroll_type_filter,te_allowance_approver,te_allowance_approvalprocess,cost_type_filter,custom_8,custom_10,portfolio_project_id,is_portfolio_project,project_exclude_filter,customer_exclude_filter,rv_approver,rv_approvalprocess,custom_15,custom_16,credit_invoice_layout_id,rate_card_id,rm_approver,rm_approvalprocess,bg_approver,bg_approvalprocess,contact_id,custom_17,custom_18,newsfeed_id,custom_27,custom_34,custom_37,custom_38,custom_40,custom_41,custom_42,custom_43,custom_44,custom_65,custom_66,custom_68,custom_71,custom_88,custom_89,custom_90,custom_91,custom_92,custom_93,custom_94,custom_95,custom_96,custom_97,custom_98,custom_99,custom_125,custom_127,custom_133,custom_137,custom_143,custom_146,custom_150,custom_158
695,AUSIG - Server additions (x2) - EPIBNEDEPOT3 / EPIRICDEPOT3 - RITM0033945,,RITM0033945,52,98,2,7,0,0,0,,,AUD,0,0,0,0,0,3/16/2021,3/16/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/1/2021 15:04,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,691,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,6/4/2021,,,,,,,,AUSIG : RITM0033945,,8056,,,#Q-09431,0000-00-00
696,AUSIG - Server additions (x2) - EPWBNEDEPOT3 / EPWRICDEPOT3 - RITM0034102,,RITM0034102,52,98,1,8,0,0,0,,,AUD,0,0,0,0,0,3/16/2021,9/6/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/1/2021 15:04,5/28/2021 0:16,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,692,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,6/4/2021,,,,,,,,AUSIG : RITM0034102,,8057,,,#Q-09432,0000-00-00
697,AUSIG - Migration of SKG studies (5 years) from AUSIG to SKGWEB - RITM0034128,,RITM0034128,52,53,1,4,0,0,0,,,AUD,0,0,0,0,0,3/2/2021,3/2/2021,,,,,,,,,,0,0,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/1/2021 15:04,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,693,0,,,,,,,,15- DICOM Migration (DIT),Project,,,0,0000-00-00,1,9/30/2021,,9/30/2021,,,,,,,,AUSIG : RITM0034128,,8055,,,#Q-09254,0000-00-00
698,AUMFI - IntelePACS Implementation - RITM0034152,,RITM0034152,422,53,1,3,0,0,0,,,AUD,0,0,0,0,0,3/30/2021,10/29/2021,,,,,,,,,,0,0,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,0,0,,,,,,,,,,"Effective date = Dec 10, 2020

The Fixed Fees Total amount shall be paid as follows:
i. 30% due upon signing of this Agreement;
ii. 30% due upon the earlier of a) the Go-Live Date or b) three (3) months after the Effective Date; (10 Mar 2021)
iii. 40% due upon earlier of a) first clinical use or b) 90 days following the payment described in (ii) above.",1,,5/1/2021 15:04,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,20,694,0,,,,,,,,01- PACS,Project,,,25942,0000-00-00,3,10/29/2021,,10/29/2021,,,,,,,,AUMFI : RITM0034152,,8043,,,#Q-07945,0000-00-00
699,RPEG - Autoregistration - RITM0034383,,RITM0034383,2,0,2,2,0,0,0,,,USD,0,0,0,0,0,8/31/2020,5/25/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/1/2021 15:04,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,695,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,RPEG : RITM0034383,,8229,,,#Q-07927,0000-00-00
700,HALO - New Client Installation - HALO - RITM0034385,,RITM0034385,353,230,2,2,0,0,0,,,USD,0,0,0,0,0,9/9/2020,1/31/2022,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/1/2021 15:04,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,696,0,,,,,,,,,,,,171172,0000-00-00,,9/11/2021,,9/11/2021,,Red,Risk Category: No PM Assigned,Red,,,,HALO : RITM0034385,,8127,,,#Q-09406,0000-00-00
701,IOMRI - PACS Admin Course - RITM0034389,,RITM0034389,157,0,2,2,0,0,0,,,CAD,0,0,0,0,0,1/17/2020,1/17/2020,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/1/2021 15:04,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,697,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,IOMRI : RITM0034389,,8144,,,,0000-00-00
702,RDR - TCHC Site Modification - RITM0034404,,RITM0034404,254,0,2,2,0,0,0,,,USD,0,0,0,0,0,3/26/2021,9/21/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/1/2021 15:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,698,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,RDR : RITM0034404,,8210,,,#Q-07596,0000-00-00
703,MUHC - Q-03236b Upgrade PS360 from 2.5 to 3.5 - RITM0034405,,RITM0034405,200,0,2,2,0,0,0,,,CAD,0,0,0,0,0,11/3/2017,5/28/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/1/2021 15:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,699,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,MUHC : RITM0034405,,8170,,,#Q03236b,0000-00-00
704,MUN - Q-06618 - Laurel Bridge - PS (16H from WO15242) *BH - RITM0034407,,RITM0034407,201,0,2,2,0,0,0,,,USD,0,0,0,0,0,1/6/2021,5/28/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/1/2021 15:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,700,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,CPART : MUN : RITM0034407,,8405,,,#Q-06618,0000-00-00
705,Institute for Specialized Medicine and Intervention  - IntelePACS deployment 3P,,,438,0,0,2,0,0,0,,,CAD,0,0,0,0,0,5/1/2021,4/30/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/1/2021 15:14,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,8014W000003r9keQAA,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,701,0,,,,,,,,,,,,42762.5,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,ISMI : Q-00172 - Third Party,,8599,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003r9keQAA/view,,,0000-00-00
706,RPEG Union RAC MRN Q-00030,,RITM0030419,2,0,0,2,0,0,0,,,USD,0,0,0,0,0,4/10/2021,4/9/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/1/2021 15:18,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,8014W000003e2ulQAA,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,702,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,RPEG : Q-00030,,4212,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003e2ulQAA/view,,,0000-00-00
707,RAADIS Mach7 & PS360 MSO Install - RITM0032964,,RITM0032964,241,61,0,4,0,0,0,,,CAD,0,0,0,0,0,2/8/2021,2/12/2021,,,,,,,,,,0,-3,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/3/2021 13:17,6/30/2021 12:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,703,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,6/30/2021,,,,,,,,,,,,,,0000-00-00
708,AUMFI - Scanned Doc interface,,,422,53,1,4,0,0,0,,,AUD,0,0,0,0,0,5/12/2021,10/29/2021,,,,,,,,,,0,0,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/3/2021 16:37,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,8014W000003rAApQAM,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,704,0,,,,,,,,01- PACS,Project,,,0,0000-00-00,3,10/29/2021,Green,10/29/2021,Yellow,Yellow,,Yellow,Green,,,AUMFI : Q-00153,,9015,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003rAApQAM/view,,,0000-00-00
709,PRC Clario Deployment - RITM0034398,,RITM0034398,233,100,1,3,0,0,0,"Plans are to Go live in Feb 2022.
at this point I estimate ETC to be in May 2022, due to resource availability, as several projects are expected to go live in the same quarter.

One Time Fees Total amount to be paid as follows
30%     Upon later of the Amendment Effective Date or Signing Date;
40%     90 days after Project Initiation date;
30%     On Go-Live Date.",,AUD,0,0,0,0,0,5/13/2021,5/30/2022,,,,,,,,,,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/5/2021 16:24,6/22/2021 21:41,,,0,,,0,1,0,0,0,,0,0,,8014W000003zYysQAE,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,24,705,0,,,,,,,,03- Clario,Project,,,205700,0000-00-00,3,2/28/2022,Green,5/30/2022,Green,Green,Project to start active engagement mid June,Green,Green,,,PRC : Q-00128,,9117,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003zYysQAE/view,,,0000-00-00
710,IMED - Performance Review and Future scaling Project,,RITM0029819,151,76,1,4,0,0,0,,,AUD,0,0,0,0,0,5/10/2021,5/10/2021,,,,,,,,,,0,-3,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/10/2021 9:25,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,706,0,,,,,,,,,,,,0,0000-00-00,,12/1/2020,,8/1/2021,,,,,,,,,,,,,,0000-00-00
711,SMIS - Patient Portal Trial - RITM0034473,,,286,98,1,7,0,0,0,,,AUD,0,0,0,0,0,4/30/2021,7/27/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/11/2021 12:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,8014W000003zZxLQAU,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,707,0,,,,,,,,"16- New Module, Feature, or Product",Project,,,0,0000-00-00,,0000-00-00,,8/2/2021,,,,,,,,SMIS : Q-00084,,9426,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003zZxLQAU/view,,,0000-00-00
712,CRSC - MSO Hosted Clario,,,95,230,0,2,0,0,0,,,USD,0,0,0,0,0,5/1/2021,4/30/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/11/2021 12:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,8014W000003zamzQAA,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,708,0,,,,,,,,,,,,55041.11,0000-00-00,,0000-00-00,,12/31/2021,,,,,,,,CRSC : Q-00337,,9626,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003zamzQAA/view,,,0000-00-00
713,AUMOR IntelePACS Implementation,,,439,53,1,4,0,0,0,,,AUD,0,0,0,0,0,5/1/2021,7/29/2021,,,,,,,,,,0,0,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,"Effective date = March 19, 2021

The Fixed Fees Total amount shall be paid as follows:
i. 30% due upon signing of this Agreement;
ii. 30% due upon the earlier of a) the Go-Live Date or b) three (3) months after the Effective Date; (17 June 2021)
iii. 40% due upon earlier of a) first clinical use or b) 90 days following the payment described in (ii) above.",1,,5/11/2021 12:27,7/5/2021 19:36,,,0,,,0,1,0,0,0,,0,0,,8014W000003zZxQQAU,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,21,709,0,,,,,,,,01- PACS,Project,,,33816.13,7/5/2021,3,7/5/2021,Green,7/5/2021,Green,Green,,Green,Green,,,AUMOR : Q-00377,,9527,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003zZxQQAU/view,,,0000-00-00
714,New Server build – Clintonville Foot and Ankle – CFG,,RITM0034358,255,73,0,8,0,0,0,,,CAD,0,0,0,0,0,5/11/2021,5/11/2021,,,,,,,,,,0,-3,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,,5/11/2021 17:01,5/17/2021 13:54,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,710,0,,,,,,,,,,,,300,4/30/2021,,0000-00-00,,0000-00-00,,,,,,,,,,,,,,0000-00-00
715,New Server build – Friendship Hospital for Animals – FAN,,RITM0034307,255,73,2,4,0,0,0,,,CAD,0,0,0,0,0,5/11/2021,5/11/2021,,,,,,,,,,0,-3,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/11/2021 17:02,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,711,0,,,,,,,,,,,,1500,0000-00-00,,0000-00-00,,7/30/2021,,,,,,,,,,,,,,0000-00-00
716,GCH Site Addition & DICOM Migration RITM0034566,,RITM0034566,2,37,2,4,0,0,0,Whoever picks up the migration (was out of scope for this phase) will need to assign this to themselves.,,USD,0,0,0,0,0,5/10/2021,8/31/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/11/2021 22:38,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,8014W000003zbNYQAY,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,712,0,,,,,,,,06- Site Addition,Project,,,12000,5/24/2021,,5/24/2021,Green,5/24/2021,Green,Green,migration is in progress,Green,Green,,,RPEG : Q-00421,,9727,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003zbNYQAY/view,,,0000-00-00
717,AUSIG - Bialogics - Phase 2,,,52,0,1,8,0,0,0,,,AUD,0,0,0,0,0,5/21/2021,5/21/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/11/2021 22:38,5/13/2021 16:25,,,0,,,0,,0,0,0,,0,0,,8014W000003r9TPQAY,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,713,0,,,,,,,,,,,,99277.15,4/14/2021,,0000-00-00,,0000-00-00,,,,,,,,AUSIG : Q-09523 - Third Party,,9726,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003r9TPQAY/view,,,0000-00-00
718,TEMPORARY - EVHC - Advocate Site addition RITM0033078,,RITM0033078,114,68,2,4,0,0,0,Temporary project for time tracking only - Still in SalesForce and will need to be merged once it goes through NetSuite,,CAD,0,0,0,0,0,5/12/2021,7/16/2021,,,,,,,,,,0,-3,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/12/2021 14:24,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,714,0,,,,,,,,,Project,,,0,0000-00-00,,7/7/2021,Green,7/30/2021,Green,Yellow,Delays due to site taking extra time to align on multi-site VPN strategy. Still aiming for 7/7 go-live.,Yellow,Green,,,,,,,,,0000-00-00
719,TEMPORARY - EVHC - Omaha site addition RTIM0033937,,RTIM0033937,114,68,2,7,0,0,0,Temporary project for time tracking only - Still in SalesForce and will need to be merged once it goes through NetSuite,,CAD,0,0,0,0,0,5/12/2021,6/24/2021,,,,,,,,,,0,-3,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/12/2021 14:26,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,715,0,,,,,,,,06- Site Addition,Project,,,10350,5/18/2021,,5/18/2021,Green,5/31/2021,Green,Green,,Green,Green,,,,,,,,,0000-00-00
720,TEMPORARY - EVHC - Benioff UCSF site addition RITM0034249,,RITM0034249,114,68,2,4,0,0,0,Temporary project for time tracking only - Still in SalesForce and will need to be merged once it goes through NetSuite,,CAD,0,0,0,0,0,5/12/2021,6/30/2021,,,,,,,,,,0,-3,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/12/2021 14:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,716,0,,,,,,,,06- Site Addition,Project,,,14100,6/15/2021,,6/15/2021,Green,6/15/2021,Green,Green,"Go-live on 6/15 without prefetching, as Lyniate is still working on some fixes. Will push manual priors for now.",Green,Yellow,,,,,,,,,0000-00-00
721,PMI - GPO - Hayes,,,293,230,0,2,0,0,0,,,USD,0,0,0,0,0,5/29/2021,5/28/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/17/2021 12:37,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,8014W000003zckuQAA,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,717,0,,,,,,,,,,,,86200.86,0000-00-00,,0000-00-00,,12/31/2021,,,,,,,,STRAD : Q-00164,,10042,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003zckuQAA/view,,,0000-00-00
722,SJC - Laurel Bridge Solution (Compass and Navigator),,,281,0,0,2,0,0,0,,,USD,0,0,0,0,0,4/30/2021,4/30/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/17/2021 12:37,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,8014W000003zcl5QAA,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,718,0,,,,,,,,,,,,3282.76,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,SJC : Q-00423,,10044,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003zcl5QAA/view,,,0000-00-00
723,New Server build – ASHEVILLE RADIOLOGY - AVL,,RITM0034737,255,128,2,4,0,0,0,,,CAD,0,0,0,0,0,5/17/2021,5/17/2021,,,,,,,,,,0,-3,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/17/2021 13:58,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,719,0,,,,,,,,01- PACS,,,,750,0000-00-00,,0000-00-00,,7/31/2021,,,,,,,,,,,,,,0000-00-00
724,AUHIS - Nuance PowerScribe SUS server reinstall,,RITM0034729,35,76,1,4,0,0,0,,,CAD,0,0,0,0,0,5/18/2021,5/18/2021,,,,,,,,,,0,-3,0,-3,0,0,0,-3,0,0,0,0,0,0,0,,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/17/2021 20:16,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,720,0,,,,,,,,,,,,0,0000-00-00,,10/29/2021,,10/29/2021,,,,,,,,,,,,,,0000-00-00
725,RPEG - SCIC Site Addition,,,2,37,2,4,0,0,0,,,CAD,0,0,0,0,0,5/18/2021,5/18/2021,,,,,,,,,,0,-3,0,-3,0,0,0,-3,0,0,0,0,0,0,0,,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/18/2021 12:24,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,721,0,,,,,,,,06- Site Addition,Project,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,,,,,,,0000-00-00
726,Global Productive Project,,,1,1,0,1,0,0,0,,,CAD,0,0,0,0,0,5/22/2021,5/21/2021,,,,,,,,,,0,-3,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/22/2021 9:25,6/30/2021 17:07,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,722,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,,,,,,,0000-00-00
727,Document Management Framework,,,1,14,1,4,0,0,0,,,CAD,0,0,0,0,0,5/25/2021,5/25/2021,,,,,,,,,,0,-3,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/25/2021 3:57,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,723,0,,,,,,,,,Internal,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,,,,,,,0000-00-00
728,IPO_Master Patient Index - RITM0034812,,,158,0,1,9,0,0,0,,,AUD,0,0,0,0,0,4/12/2021,4/12/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,,5/25/2021 18:05,5/28/2021 10:21,,,0,,,0,,0,0,0,,0,0,,8014W000003zdbFQAQ,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,724,0,,,,,,,,,,,1,17662.5,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,IPO : Q-00152,,10542,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003zdbFQAQ/view,,,0000-00-00
729,AUSYN - Qgenda Integration,,,347,116,1,4,0,0,0,,,AUD,0,0,0,0,0,5/27/2021,9/6/2021,,,,,,,,,,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/25/2021 18:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,8014W000003zdTMQAY,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,725,0,,,,,,,,"16- New Module, Feature, or Product",Project,,1,0,0000-00-00,,7/21/2021,,10/26/2021,,,,,,,,AUSYN : Q-00176,,10245,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003zdTMQAY/view,,,0000-00-00
730,GCHHS - DICOM Integration Team Custom Work,,,127,116,1,4,0,0,0,,,AUD,0,0,0,0,0,4/16/2021,6/18/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/25/2021 18:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,8014W000003zdSiQAI,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,726,0,,,,,,,,15- DICOM Migration (DIT),,,1,0,0000-00-00,,0000-00-00,,6/30/2021,,,,,,,,GCHHS : Q-00211,,10142,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003zdSiQAI/view,,,0000-00-00
731,RISL_Report Migrations,,,261,0,0,2,0,0,0,,,USD,0,0,0,0,0,4/21/2021,4/21/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,5/25/2021 18:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,8014W000003zdTRQAY,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,727,0,,,,,,,,,,,1,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,RISL : Q-00277,,10246,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003zdTRQAY/view,,,0000-00-00
